,Num_Acc,lum,agg,atm,col,lat,long,datetime
1997,202100046251,1,2,7,3,48.753793,2.326345,2021-03-28 18:30:00
1998,202100046252,1,2,1,7,48.81949,2.40413,2021-03-28 11:00:00
1999,202100046388,1,2,1,6,48.8446,2.42014,2021-03-24 08:45:00
2000,202100046389,1,2,1,3,48.83108,2.46876,2021-03-25 16:55:00
2001,202100046390,1,2,1,3,48.80815,2.35709,2021-03-27 14:05:00
2002,202100046391,1,2,1,6,48.7681,2.37318,2021-03-26 12:35:00
2003,202100046392,1,2,1,6,48.80634,2.55417,2021-03-27 14:50:00
2004,202100046393,1,2,8,3,48.79823,2.42051,2021-03-27 17:30:00
2005,202100046558,1,1,1,4,48.82801,2.47309,2021-03-14 15:30:00
2006,202100046649,1,2,1,3,48.7981,2.50911,2021-03-24 17:00:00
2007,202100046650,1,2,1,6,48.81493,2.36074,2021-03-25 14:40:00
2008,202100046651,1,2,1,2,48.80522,2.38905,2021-03-25 14:45:00
2009,202100046652,1,2,2,6,48.76265,2.39362,2021-03-25 12:20:00
2010,202100046653,1,2,1,1,48.809,2.519,2021-03-25 09:00:00
2011,202100046654,1,2,1,3,48.708551,2.529489,2021-03-25 18:20:00
2012,202100046655,5,2,1,6,48.81418,2.41543,2021-03-25 19:50:00
2013,202100046717,1,1,2,3,48.8264762717,2.5200291693,2021-03-25 07:45:00
2014,202100046718,1,1,1,6,48.84917,2.49047,2021-03-24 07:45:00
2015,202100046719,1,1,1,2,48.8267111767,2.5225882774,2021-03-24 07:50:00
2016,202100046794,5,2,1,3,48.845005,2.434286,2021-03-03 20:40:00
2017,202100046795,1,2,1,6,48.76742,2.3598,2021-03-24 17:20:00
2018,202100046796,1,2,1,6,48.85295,2.48408,2021-03-24 12:00:00
2019,202100046797,1,2,1,3,48.7344,2.41946,2021-03-24 17:40:00
2020,202100046798,1,2,1,2,48.759775,2.408577,2021-03-24 18:22:00
2021,202100046799,1,2,7,7,48.72956,2.43621,2021-03-24 12:50:00
2022,202100046800,1,2,1,4,48.770691,2.413664,2021-03-23 17:15:00
2023,202100046957,1,2,1,3,48.787908,2.373496,2021-03-23 17:25:00
2024,202100046958,1,2,1,6,48.81481,2.36099,2021-03-23 11:25:00
2025,202100046959,1,2,1,6,48.78862,2.36423,2021-03-23 08:00:00
2026,202100046960,2,2,1,6,48.76732,2.47931,2021-03-23 07:02:00
2027,202100046961,1,2,1,2,48.791062,2.464622,2021-03-22 14:20:00
2028,202100046962,5,2,1,3,48.7485963508,2.4121642113,2021-03-22 21:45:00
2029,202100047012,1,1,1,4,48.78866,2.44033,2021-03-23 09:00:00
2030,202100047061,1,2,1,2,48.810659,2.332398,2021-03-22 16:05:00
2031,202100047062,1,2,8,1,48.84965,2.45643,2021-03-22 14:30:00
2032,202100047144,1,2,1,3,48.80841,2.47114,2021-03-21 12:24:00
2033,202100047193,3,1,1,6,48.796,2.34501,2021-03-21 04:16:00
2034,202100047194,3,1,1,2,48.7925354511,2.3446935815,2021-03-21 05:10:00
2035,202100047255,1,2,1,2,48.78993,2.3798,2021-03-20 14:20:00
2036,202100047256,1,2,1,2,48.809,2.362,2021-03-20 16:20:00
2037,202100047257,5,2,1,6,48.76781,2.40317,2021-03-20 19:15:00
2038,202100047258,1,2,1,2,48.77803,2.46683,2021-03-20 11:00:00
2039,202100047315,2,1,1,2,48.75433,2.33221,2021-03-20 07:00:00
2040,202100047397,1,2,1,3,48.728906,2.450487,2021-03-19 12:50:00
2041,202100047398,1,2,2,3,48.754961,2.445098,2021-03-18 17:30:00
2042,202100047399,1,2,1,2,48.7479973968,2.4459171295,2021-03-19 09:45:00
2043,202100047400,1,2,1,3,48.802806,2.43402,2021-03-19 08:10:00
2044,202100047465,1,1,1,2,48.7543494698,2.3490106533,2021-03-19 15:00:00
2045,202100047535,1,2,8,6,48.80728,2.47126,2021-03-17 11:55:00
2046,202100047536,1,2,1,1,48.8377,2.48784,2021-03-17 09:30:00
2047,202100047537,1,2,1,2,48.783033,2.464048,2021-03-18 12:00:00
2048,202100047589,1,1,1,4,48.75972,2.32284,2021-03-18 14:10:00
2049,202100047656,1,2,2,2,48.8038602745,2.4859133541,2021-03-16 12:30:00
2050,202100047657,2,2,2,3,48.82028,2.46724,2021-03-17 07:35:00
2051,202100047658,1,2,2,5,48.81942,2.39797,2021-03-15 13:00:00
2052,202100047659,1,2,2,1,48.85631,2.4706,2021-03-17 15:45:00
2053,202100047660,1,2,2,1,48.82216,2.41245,2021-03-17 17:10:00
2054,202100047694,1,1,1,4,48.75999,2.32134,2021-03-17 09:40:00
2055,202100047703,1,1,2,3,48.8491582156,2.4907286998,2021-03-17 15:30:00
2056,202100047834,5,2,2,3,48.84528,2.43157,2021-03-16 19:09:00
2057,202100047835,1,2,1,2,48.84564,2.41861,2021-03-16 18:15:00
2058,202100047836,1,2,2,6,48.759473,2.48041,2021-03-16 17:50:00
2059,202100047837,5,2,1,2,48.80877,2.40374,2021-03-16 21:25:00
2060,202100047838,1,2,8,6,48.74537,2.40239,2021-03-15 13:50:00
2061,202100047839,1,2,2,6,48.83,2.53,2021-03-15 12:00:00
2062,202100047840,1,2,2,3,48.82113,2.41285,2021-03-16 12:05:00
2063,202100047841,1,2,1,3,48.81723,2.4588,2021-03-16 09:05:00
2064,202100047842,1,2,2,3,48.82081,2.51286,2021-03-16 10:30:00
2065,202100047843,1,2,1,1,48.81456,2.41192,2021-03-15 18:00:00
2066,202100047892,3,1,1,2,48.760978,2.382263,2021-03-15 23:28:00
2067,202100047960,1,2,1,1,48.78359,2.3798,2021-03-14 12:50:00
2068,202100047961,2,2,2,2,48.83826,2.49468,2021-03-15 07:00:00
2069,202100047962,1,2,2,3,48.82256,2.41715,2021-03-15 09:30:00
2070,202100047963,1,2,1,6,48.80751,2.55008,2021-03-15 18:20:00
2071,202100048043,5,2,1,7,48.747566,2.349645,2021-03-14 21:15:00
2072,202100048044,1,2,1,2,48.85267,2.49044,2021-03-14 17:00:00
2073,202100048045,1,2,1,2,48.769,2.43334,2021-03-14 12:00:00
2074,202100048107,3,1,1,6,48.7617,2.3405,2021-03-14 20:15:00
2075,202100048109,1,1,1,3,48.7601,2.3385,2021-03-14 16:45:00
2076,202100048115,3,1,3,4,48.83008,2.48698,2021-03-13 21:20:00
2077,202100048116,1,1,1,6,48.7613,2.49351,2021-03-13 14:10:00
2078,202100048156,1,2,1,2,48.79233,2.36962,2021-03-13 13:00:00
2079,202100048157,1,2,1,2,48.78124,2.34116,2021-03-13 12:50:00
2080,202100048158,1,2,8,6,48.79083,2.42403,2021-03-13 13:40:00
2081,202100048299,1,2,1,6,48.79552,2.39163,2021-03-12 09:15:00
2082,202100048300,1,2,2,3,48.79408,2.40059,2021-03-11 09:15:00
2083,202100048301,5,2,3,6,48.75139,2.48819,2021-03-12 20:24:00
2084,202100048302,1,2,2,3,48.7897796651,2.5149464607,2021-03-12 15:50:00
2085,202100048303,1,2,1,2,48.74785,2.35759,2021-03-12 09:45:00
2086,202100048304,1,2,1,6,48.79762,2.46417,2021-03-12 08:50:00
2087,202100048305,1,2,8,2,48.81353,2.53755,2021-03-12 12:20:00
2088,202100048445,1,2,1,6,48.72769,2.44541,2021-03-11 09:20:00
2089,202100048446,5,2,8,3,48.76683,2.40034,2021-03-11 19:20:00
2090,202100048447,1,2,2,6,48.75495,2.32727,2021-03-10 18:15:00
2091,202100048448,1,2,8,3,48.82527,2.4097,2021-03-11 08:15:00
2092,202100048449,1,2,1,4,48.75966,2.50035,2021-03-11 09:45:00
2093,202100048498,1,1,1,4,48.82961,2.49878,2021-03-11 18:00:00
2094,202100048499,1,1,1,3,48.8176679679,2.414811413,2021-03-11 16:15:00
2095,202100048579,1,2,2,6,48.75181,2.48753,2021-03-10 17:30:00
2096,202100048580,1,2,1,3,48.7940440913,2.5073933601,2021-03-09 15:20:00
2097,202100048581,1,2,1,2,48.78422,2.3669,2021-03-10 14:50:00
2098,202100048582,2,2,2,6,48.80313,2.39494,2021-03-10 18:05:00
2099,202100048583,1,2,1,7,48.85904,2.47447,2021-03-09 14:55:00
2100,202100048584,5,2,2,6,48.76517,2.40763,2021-03-10 21:40:00
2101,202100048585,1,2,1,6,48.826412,2.541612,2021-03-10 08:40:00
2102,202100048586,1,2,1,6,48.82428,2.534,2021-03-08 15:18:00
2103,202100048587,5,2,2,6,48.72853,2.52878,2021-03-10 19:30:00
2104,202100048643,1,1,1,2,48.81831,2.40985,2021-03-10 09:00:00
2105,202100048703,1,2,1,1,48.789369,2.40566,2021-03-08 18:00:00
2106,202100048704,1,2,1,6,48.8475,2.42904,2021-03-09 17:35:00
2107,202100048705,1,2,1,7,48.792468,2.332856,2021-03-09 17:20:00
2108,202100048706,1,2,1,1,48.802,2.3939,2021-03-08 15:00:00
2109,202100048707,1,1,1,2,48.76228,2.40926,2021-03-09 07:20:00
2110,202100048708,1,2,1,6,48.821458,2.422535,2021-03-09 10:35:00
2111,202100048769,1,1,1,4,48.8452828589,2.4919975043,2021-03-09 09:20:00
2112,202100048787,1,2,1,6,48.79379,2.51321,2021-03-06 08:50:00
2113,202100048788,1,2,1,6,48.80892,2.35919,2021-03-08 14:40:00
2114,202100048789,1,2,1,3,48.827444,2.404502,2021-03-08 12:10:00
2115,202100048790,1,2,1,4,48.8192,2.51463,2021-03-08 14:40:00
2116,202100048833,1,1,1,2,48.8112,2.33816,2021-03-08 15:55:00
2117,202100048839,1,1,1,3,48.8284416936,2.5027316394,2021-03-08 15:50:00
2118,202100048914,1,1,1,3,48.761836,2.314397,2021-03-07 17:40:00
2119,202100048966,5,2,1,3,48.80612,2.3459,2021-03-05 22:20:00
2120,202100048967,1,1,1,6,48.75216,2.36973,2021-03-06 17:15:00
2121,202100048968,1,2,1,4,48.7679,2.407068,2021-03-06 17:30:00
2122,202100048969,1,2,1,3,48.77253,2.40225,2021-03-06 16:45:00
2123,202100049034,1,1,1,4,48.75884,2.32419,2021-03-06 14:15:00
2124,202100049041,1,1,1,2,48.82682,2.51326,2021-03-05 11:00:00
2125,202100049142,1,2,1,3,48.79752,2.37995,2021-03-05 16:15:00
2126,202100049143,1,2,1,6,48.7534,2.48391,2021-03-05 16:40:00
2127,202100049144,1,2,8,6,48.736284,2.454566,2021-03-05 15:45:00
2128,202100049145,1,2,1,1,48.812,2.38451,2021-03-05 15:25:00
2129,202100049146,1,1,1,4,48.73888,2.51665,2021-03-05 08:40:00
2130,202100049288,5,2,2,7,48.78957,2.435357,2021-03-04 18:45:00
2131,202100049289,1,2,1,2,48.8039163914,2.4444531639,2021-03-04 13:45:00
2132,202100049346,1,1,1,3,48.77402,2.40695,2021-03-03 07:50:00
2133,202100049417,1,2,1,3,48.79898,2.39924,2021-03-01 17:25:00
2134,202100049418,1,2,1,3,48.80697,2.47901,2021-03-02 15:45:00
2135,202100049419,1,2,1,7,48.78819,2.33037,2021-03-02 16:20:00
2136,202100049420,1,2,1,1,48.81569,2.40882,2021-03-03 16:05:00
2137,202100049421,1,2,1,1,48.817896,2.443544,2021-03-03 16:45:00
2138,202100049422,1,2,1,3,48.81747,2.53681,2021-03-03 17:30:00
2139,202100049423,1,2,1,6,48.8333,2.55117,2021-03-03 09:10:00
2140,202100049533,1,2,1,1,48.8098,2.46654,2021-03-01 16:45:00
2141,202100049534,5,2,1,6,48.81,2.39,2021-03-01 20:38:00
2142,202100049535,1,2,1,2,48.7579,2.34595,2021-03-01 12:45:00
2143,202100049536,1,2,1,6,48.783,2.45261,2021-03-02 10:30:00
2144,202100049537,5,2,1,6,48.76904,2.48873,2021-03-01 18:40:00
2145,202100049538,1,2,1,2,48.8122,2.53401,2021-03-02 12:10:00
2146,202100049539,5,2,1,3,48.8063,2.41857,2021-02-26 21:30:00
2147,202100049586,1,1,1,2,48.82869,2.47834,2021-03-02 19:00:00
2148,202100049588,1,1,1,4,48.77612,2.4287,2021-03-02 17:30:00
2149,202100049668,1,2,1,2,48.83927,2.51278,2021-03-01 17:10:00
2150,202100049669,1,2,1,3,48.84041,2.51014,2021-02-28 15:45:00
2151,202100049670,5,2,1,3,48.80284,2.43429,2021-03-01 05:50:00
2152,202100049671,2,2,1,3,48.81018,2.34076,2021-03-01 18:00:00
2153,202100049672,5,2,1,3,48.81127,2.384,2021-02-28 22:20:00
2154,202100049673,1,2,1,3,48.76211,2.36846,2021-03-01 07:55:00
2155,202100049674,1,2,1,6,48.77028,2.45667,2021-02-28 11:50:00
2156,202100049675,1,2,1,3,48.81389,2.50974,2021-03-01 09:00:00
2157,202100049676,1,2,1,6,48.77153,2.52757,2021-03-01 08:20:00
2158,202100049735,3,1,1,6,48.8175082166,2.4337587596,2021-03-01 22:53:00
2159,202100049851,1,1,1,2,48.7824279791,2.440778017,2021-02-28 14:30:00
2160,202100049852,1,1,1,4,48.8265014578,2.5187302586,2021-02-28 14:30:00
2161,202100049903,1,2,1,6,48.810824,2.349962,2021-02-23 10:06:00
2162,202100049904,1,2,1,6,48.79384,2.46058,2021-02-27 10:40:00
2163,202100049905,1,2,1,3,48.79435,2.46406,2021-02-27 09:35:00
2164,202100049906,3,2,1,2,48.7702951639,2.401562067,2021-02-27 02:55:00
2165,202100050066,1,2,1,6,48.79857,2.4859,2021-02-26 14:00:00
2166,202100050067,1,2,1,3,48.80537707,2.4756927118,2021-02-25 16:55:00
2167,202100050068,2,2,2,6,48.815674,2.425871,2021-02-26 07:20:00
2168,202100050069,1,2,1,6,48.77,2.338,2021-02-26 13:25:00
2169,202100050070,1,1,2,1,48.7164,2.5629,2021-02-26 07:45:00
2170,202100050071,1,2,1,4,48.8272424671,2.529560271,2021-02-25 12:47:00
2171,202100050134,1,1,1,2,48.76028,2.32095,2021-02-26 14:30:00
2172,202100050223,1,2,1,3,48.79255,2.38739,2021-02-25 11:00:00
2173,202100050224,1,2,1,4,48.833857,2.412705,2021-02-25 09:20:00
2174,202100050225,1,2,1,3,48.817186,2.497322,2021-02-25 12:05:00
2175,202100050226,5,2,1,2,48.764992,2.4049,2021-02-25 18:50:00
2176,202100050227,1,2,1,7,48.72888,2.42835,2021-02-25 14:20:00
2177,202100050228,1,2,1,2,48.82212,2.55396,2021-02-25 12:00:00
2178,202100050289,1,1,1,3,48.7845,2.347,2021-02-25 09:45:00
2179,202100050291,3,1,1,3,48.7558,2.3423,2021-02-25 06:20:00
2180,202100050296,1,1,1,4,48.785757,2.44032,2021-02-25 08:45:00
2181,202100050365,1,2,1,3,48.833722,2.414443,2021-02-22 09:35:00
2182,202100050366,1,2,1,2,48.756156,2.453156,2021-02-24 12:34:00
2183,202100050367,1,2,1,3,48.839029,2.508632,2021-02-24 14:10:00
2184,202100050368,1,2,7,6,48.75301,2.31882,2021-02-24 16:30:00
2185,202100050369,1,2,1,6,48.75953,2.3629,2021-02-23 07:20:00
2186,202100050370,1,2,1,3,48.85764,2.4915,2021-02-23 16:40:00
2187,202100050371,1,2,1,7,48.76769,2.41037,2021-02-24 17:20:00
2188,202100050372,1,2,1,5,48.811095,2.536605,2021-02-24 08:20:00
2189,202100050373,1,2,1,2,48.7615117618,2.5331864848,2021-02-24 13:40:00
2190,202100050488,1,2,1,6,48.733014,2.447596,2021-02-23 16:03:00
2191,202100050489,1,2,1,6,48.7461389333,2.4468871272,2021-02-23 11:25:00
2192,202100050490,1,2,1,6,48.81556,2.35111,2021-02-23 14:00:00
2193,202100050491,1,2,1,3,48.75842,2.39284,2021-02-23 12:00:00
2194,202100050492,5,2,1,3,48.73223,2.40884,2021-02-22 22:40:00
2195,202100050493,5,2,1,2,48.7475,2.51015,2021-02-23 18:50:00
2196,202100050550,1,1,1,4,48.82667,2.51628,2021-02-22 12:50:00
2197,202100050594,5,2,2,6,48.80737,2.51044,2021-02-07 04:15:00
2198,202100050595,1,2,1,6,48.77649,2.33769,2021-02-22 15:25:00
2199,202100050596,1,2,1,3,48.726951,2.445114,2021-02-22 10:33:00
2200,202100050597,1,2,1,1,48.77554,2.54855,2021-02-22 16:05:00
2201,202100050598,1,2,1,6,48.8234,2.41967,2021-02-22 08:10:00
2202,202100050599,3,1,1,6,48.82977,2.49158,2021-02-20 23:00:00
2203,202100050600,5,2,1,2,48.77497,2.51975,2021-02-22 20:05:00
2204,202100050601,1,2,8,2,48.72184,2.53358,2021-02-22 10:20:00
2205,202100050655,1,1,1,6,48.8463007176,2.492279962,2021-02-22 08:20:00
2206,202100050659,1,2,1,6,48.69239,2.553084,2021-02-21 17:45:00
2207,202100050717,1,1,1,2,48.75687,2.33167,2021-02-21 15:05:00
2208,202100050725,1,1,1,2,48.8521422803,2.4902740888,2021-02-21 13:15:00
2209,202100050776,1,2,1,2,48.80874,2.36809,2021-02-20 14:20:00
2210,202100050777,5,2,1,6,48.75152,2.49057,2021-02-20 19:20:00
2211,202100050851,1,1,1,4,48.75954,2.48575,2021-02-20 13:00:00
2212,202100050941,2,2,1,6,48.82032,2.46709,2021-02-19 07:30:00
2213,202100050942,5,2,1,1,48.7603,2.49,2021-02-18 06:30:00
2214,202100050943,1,2,1,3,48.75203,2.40786,2021-02-19 12:48:00
2215,202100050944,5,2,2,3,48.790181,2.522425,2021-02-18 22:00:00
2216,202100050945,5,2,1,4,48.82479,2.50015,2021-02-19 19:15:00
2217,202100050946,5,2,1,3,48.80269,2.46045,2021-02-19 18:40:00
2218,202100050947,5,2,1,3,48.79822,2.42047,2021-02-19 02:27:00
2219,202100050948,5,2,2,3,48.8117639787,2.4114793738,2021-02-18 17:30:00
2220,202100051088,5,2,2,2,48.755,2.444,2021-02-18 20:15:00
2221,202100051089,5,2,1,1,48.84921,2.49607,2021-02-18 22:15:00
2222,202100051090,1,2,2,1,48.80146,2.35577,2021-02-18 15:15:00
2223,202100051091,1,2,2,3,48.73291,2.406132,2021-02-18 15:00:00
2224,202100051140,5,1,1,3,48.755087,2.345115,2021-02-18 19:15:00
2225,202100051195,5,2,1,2,48.80498,2.4393,2021-02-17 19:00:00
2226,202100051196,1,2,1,6,48.816387,2.349444,2021-02-17 14:25:00
2227,202100051197,1,2,1,2,48.77623,2.36301,2021-02-17 16:40:00
2228,202100051198,1,2,1,1,48.77797,2.46671,2021-02-16 13:35:00
2229,202100051322,5,2,2,1,48.79444,2.40226,2021-02-16 18:20:00
2230,202100051323,5,2,1,3,48.78082,2.39514,2021-02-16 00:35:00
2231,202100051324,1,2,1,3,48.85279,2.4572,2021-02-15 13:15:00
2232,202100051325,2,2,1,1,48.78754,2.45595,2021-02-15 08:45:00
2233,202100051326,5,2,1,6,48.771193,2.349838,2021-02-16 04:00:00
2234,202100051327,1,2,1,3,48.802967,2.552016,2021-02-16 11:30:00
2235,202100051456,1,2,1,7,48.76327,2.41066,2021-02-15 13:00:00
2236,202100051563,1,1,1,4,48.830322896,2.4893496496,2021-02-12 09:20:00
2237,202100051599,1,2,1,3,48.795146,2.404349,2021-02-13 15:40:00
2238,202100051600,1,2,1,3,48.760527,2.407857,2021-02-13 13:25:00
2239,202100051636,1,1,1,4,48.7650247315,2.3429737146,2021-02-12 14:50:00
2240,202100051712,1,2,1,3,48.8077,2.5096,2021-02-12 09:30:00
2241,202100051713,1,2,1,6,48.79285,2.32986,2021-02-12 15:55:00
2242,202100051714,5,2,1,3,48.7981,2.4558,2021-02-12 18:45:00
2243,202100051715,5,2,1,3,48.73781,2.42266,2021-02-12 19:30:00
2244,202100051716,5,2,1,2,48.8131755469,2.5669351272,2021-02-12 18:40:00
2245,202100051717,1,2,1,3,48.824092,2.419919,2021-02-11 12:50:00
2246,202100051718,1,2,1,3,48.81194,2.51076,2021-02-12 17:00:00
2247,202100051767,1,1,1,3,48.7548646202,2.3465137766,2021-02-12 14:10:00
2248,202100051827,1,2,1,2,48.80814,2.4246,2021-02-11 12:15:00
2249,202100051828,2,2,8,1,48.781811,2.364028,2021-02-11 17:00:00
2250,202100051829,1,2,1,1,48.74723,2.40981,2021-02-11 12:10:00
2251,202100051830,1,2,1,1,48.75015,2.50281,2021-02-10 16:00:00
2252,202100051931,1,2,8,1,48.83825,2.41611,2021-02-09 12:50:00
2253,202100051932,1,2,4,7,48.804774,2.338851,2021-02-10 15:00:00
2254,202100051933,2,2,9,2,48.78404,2.36727,2021-02-09 17:00:00
2255,202100051934,5,2,4,1,48.79041,2.43513,2021-02-09 22:25:00
2256,202100051981,3,1,4,6,48.77196,2.3964,2021-02-10 05:15:00
2257,202100052043,5,2,3,6,48.79831,2.39126,2021-02-06 20:10:00
2258,202100052044,5,2,1,3,48.820062,2.477272,2021-02-09 18:00:00
2259,202100052045,1,2,8,3,48.8487,2.4777,2021-02-09 09:10:00
2260,202100052046,5,2,1,6,48.78784,2.3668,2021-02-08 18:50:00
2261,202100052047,1,2,2,3,48.79452,2.358272,2021-02-07 13:45:00
2262,202100052048,1,2,8,3,48.75882,2.32694,2021-02-09 14:05:00
2263,202100052049,1,2,1,1,48.752692,2.329636,2021-02-09 13:46:00
2264,202100052050,1,2,1,6,48.77774,2.34298,2021-02-09 09:20:00
2265,202100052051,2,2,9,6,48.768756,2.467176,2021-02-09 07:52:00
2266,202100052052,1,2,8,6,48.762271,2.405979,2021-02-09 14:12:00
2267,202100052094,1,1,1,4,48.8079543876,2.3406292528,2021-02-09 14:20:00
2268,202100052097,1,1,1,6,48.8290973818,2.4795805419,2021-02-09 14:15:00
2269,202100052147,1,2,1,6,48.809784,2.36033,2021-02-08 11:35:00
2270,202100052148,1,2,8,6,48.853,2.48532,2021-02-08 16:50:00
2271,202100052240,1,1,2,6,48.754699438,2.3475930512,2021-02-07 13:50:00
2272,202100052253,5,1,3,3,48.7609888888,2.3826099002,2021-02-06 20:30:00
2273,202100052331,5,2,1,2,48.784,2.495,2021-02-05 19:28:00
2274,202100052332,5,2,2,3,48.8354914448,2.474091053,2021-02-06 07:00:00
2275,202100052333,5,2,2,3,48.77289,2.40007,2021-02-06 04:34:00
2276,202100052464,5,2,1,1,48.78987,2.5149,2021-02-04 20:05:00
2277,202100052465,1,2,1,1,48.76407,2.38399,2021-02-05 13:25:00
2278,202100052466,3,2,1,3,48.77749,2.43859,2021-02-05 18:10:00
2279,202100052467,1,2,1,1,48.799184,2.468913,2021-02-05 09:38:00
2280,202100052468,1,2,8,3,48.78567,2.44875,2021-02-04 16:55:00
2281,202100052479,1,2,1,6,48.8061583131,2.3183391988,2021-02-05 08:15:00
2282,202100052580,5,2,1,1,48.78442,2.39302,2021-02-03 18:40:00
2283,202100052581,1,2,1,6,48.84885,2.42083,2021-02-04 09:15:00
2284,202100052582,1,2,1,3,48.798536,2.357462,2021-02-04 16:50:00
2285,202100052583,1,2,1,6,48.76483,2.40497,2021-02-04 14:15:00
2286,202100052584,1,2,2,3,48.77264,2.41435,2021-02-03 13:45:00
2287,202100052585,1,2,1,6,48.81917,2.48248,2021-02-04 09:45:00
2288,202100052696,5,2,2,3,48.74514,2.38895,2021-02-03 06:10:00
2289,202100052697,5,2,2,7,48.81609,2.46177,2021-02-03 02:40:00
2290,202100052698,1,2,2,3,48.76392,2.52928,2021-02-03 12:58:00
2291,202100052739,1,1,1,2,48.77721,2.34642,2021-02-03 16:40:00
2292,202100052807,5,2,1,3,48.82006,2.47844,2021-02-02 20:20:00
2293,202100052808,1,2,2,6,48.765517,2.393485,2021-02-02 17:10:00
2294,202100052809,1,2,1,6,48.8008,2.45045,2021-02-01 14:50:00
2295,202100052847,1,1,2,7,48.81,2.35,2021-02-02 09:02:00
2296,202100052918,1,2,1,3,48.808696,2.479597,2021-01-28 12:15:00
2297,202100052919,1,2,2,7,48.8122,2.3917,2021-01-31 17:10:00
2298,202100052920,5,2,2,3,48.79382,2.55876,2021-01-30 19:15:00
2299,202100052992,1,2,2,6,48.7673,2.4162,2021-01-31 15:40:00
2300,202100053040,3,1,3,6,48.81045,2.44891,2021-01-30 07:10:00
2301,202100053087,5,2,1,2,48.83626,2.494086,2021-01-29 19:10:00
2302,202100053088,1,2,1,3,48.83632,2.477842,2021-01-30 11:55:00
2303,202100053089,1,2,2,1,48.789467711,2.3686215877,2021-01-30 16:30:00
2304,202100053090,1,2,8,7,48.79192,2.33693,2021-01-30 13:40:00
2305,202100053091,1,2,1,6,48.7577,2.32945,2021-01-30 14:40:00
2306,202100053092,1,2,1,6,48.75569,2.36886,2021-01-30 12:10:00
2307,202100053093,5,2,1,4,48.76416,2.40537,2021-01-30 18:50:00
2308,202100053094,1,2,2,6,48.75202,2.40597,2021-01-30 16:45:00
2309,202100053095,5,2,2,6,48.81441,2.5083,2021-01-30 19:00:00
2310,202100053096,3,1,1,7,48.73434,2.52046,2021-01-29 23:00:00
2311,202100053254,1,2,1,6,48.79,2.38,2021-01-29 09:30:00
2312,202100053255,1,2,2,6,48.84547,2.41751,2021-01-29 13:45:00
2313,202100053256,5,2,2,6,48.788419,2.495272,2021-01-28 07:25:00
2314,202100053257,1,2,2,3,48.81456,2.36079,2021-01-29 13:35:00
2315,202100053258,1,2,1,6,48.80699,2.33598,2021-01-29 10:30:00
2316,202100053259,1,2,2,6,48.7625,2.3925,2021-01-29 14:55:00
2317,202100053260,1,2,8,6,48.76832,2.46502,2021-01-28 09:00:00
2318,202100053261,1,2,2,7,48.732016,2.429597,2021-01-29 14:45:00
2319,202100053262,1,2,2,3,48.76624,2.40451,2021-01-28 11:05:00
2320,202100053305,5,1,1,4,48.7591767986,2.3236848206,2021-01-29 18:10:00
2321,202100053307,1,1,2,4,48.7602,2.3204,2021-01-28 09:45:00
2322,202100053356,1,2,8,2,48.745175,2.446523,2021-01-28 14:20:00
2323,202100053357,1,2,8,1,48.8,2.49,2021-01-27 08:40:00
2324,202100053358,1,2,8,2,48.81,2.37,2021-01-27 16:00:00
2325,202100053359,5,2,2,4,48.81226,2.51597,2021-01-28 18:10:00
2326,202100053412,1,1,2,4,48.7577,2.3279,2021-01-28 13:45:00
2327,202100053420,1,1,2,5,48.8270194777,2.5116058458,2021-01-28 09:20:00
2328,202100053421,3,1,2,4,48.8204689196,2.4019549352,2021-01-28 07:00:00
2329,202100053489,5,2,2,6,48.77836,2.37592,2021-01-27 07:50:00
2330,202100053490,5,2,2,3,48.74062,2.44673,2021-01-27 07:15:00
2331,202100053491,5,2,1,4,48.8099,2.4687,2021-01-26 18:00:00
2332,202100053492,1,2,1,1,48.78957,2.435357,2021-01-27 17:00:00
2333,202100053493,5,2,2,3,48.80556,2.34791,2021-01-27 18:15:00
2334,202100053494,1,2,2,3,48.80429,2.34312,2021-01-27 08:40:00
2335,202100053495,1,2,1,3,48.833,2.551,2021-01-26 09:30:00
2336,202100053496,1,2,1,3,48.7921,2.55513,2021-01-25 13:40:00
2337,202100053632,2,2,1,6,48.8459,2.41768,2021-01-25 17:40:00
2338,202100053633,1,2,1,3,48.73412,2.46315,2021-01-26 11:00:00
2339,202100053634,1,2,1,4,48.8037,2.4746,2021-01-25 13:45:00
2340,202100053635,1,2,1,6,48.787749,2.372833,2021-01-26 17:50:00
2341,202100053636,5,2,1,7,48.7844,2.34151,2021-01-26 07:30:00
2342,202100053637,2,2,1,6,48.76544,2.40931,2021-01-26 07:50:00
2343,202100053695,1,1,1,4,48.7536,2.35581,2021-01-26 11:30:00
2344,202100053754,1,2,1,6,48.79613,2.4169,2021-01-24 11:30:00
2345,202100053755,1,2,4,3,48.733,2.44685,2021-01-24 13:06:00
2346,202100053756,1,2,4,6,48.77,2.4,2021-01-24 12:46:00
2347,202100053757,1,2,1,6,48.829319,2.535674,2021-01-25 12:45:00
2348,202100053758,1,2,1,2,48.81773,2.50705,2021-01-20 10:15:00
2349,202100053819,1,1,1,2,48.7611033533,2.3175930738,2021-01-25 08:20:00
2350,202100053857,1,2,2,1,48.7316708094,2.4496507645,2021-01-24 14:40:00
2351,202100053858,5,2,1,3,48.838043,2.477993,2021-01-24 20:30:00
